ds,yhat,yhat_lower,yhat_upper
01-06-2017,3567.6538,-4855.861173,11783.36002
02-06-2017,3547.784767,-4901.763906,11394.31387
03-06-2017,3520.588223,-4378.148312,12006.02113
04-06-2017,3507.716419,-4792.61401,12000.37924
05-06-2017,3531.863679,-4706.516801,11899.36264
06-06-2017,3443.525173,-4236.345025,11201.29271
07-06-2017,3507.318214,-4413.751563,11569.77312
08-06-2017,3398.707125,-4795.089622,12393.61075
09-06-2017,3342.554152,-4725.349071,11721.65835
10-06-2017,3275.341333,-5158.131727,11728.76277
11-06-2017,3219.821046,-5689.699708,10990.07424
12-06-2017,3199.911971,-4720.872999,11174.5767
13-06-2017,3067.424166,-5284.419878,11320.7517
14-06-2017,3088.343862,-5349.785404,10917.57356
15-06-2017,2939.52005,-4967.633697,11127.47887
16-06-2017,2847.176415,-4908.366816,11399.56593
17-06-2017,2749.094664,-5224.814775,10778.57518
18-06-2017,2669.228034,-5622.264192,10595.88523
19-06-2017,2632.562801,-5716.440845,10207.43449
20-06-2017,2491.812425,-5781.25181,10817.67805
21-06-2017,2513.675844,-6179.024151,11436.18041
22-06-2017,2375.502708,-5380.153928,10691.92152
23-06-2017,2303.78972,-5755.05369,10509.58298
24-06-2017,2236.354555,-6321.648242,10199.94521
25-06-2017,2196.946394,-5556.164044,10637.78488
26-06-2017,2210.110962,-5717.985584,10885.127
27-06-2017,2127.894602,-6176.138283,10611.07775
28-06-2017,2216.11859,-6155.302234,10518.08009
29-06-2017,2151.066012,-5409.881164,10433.97339
30-06-2017,2158.004762,-5883.630708,10076.30106
01-07-2017,2173.392342,-6008.599389,10626.4426
02-07-2017,2219.520652,-5562.717064,10434.49892
03-07-2017,2319.417662,-5486.976525,11084.19895
04-07-2017,2323.589489,-6651.847044,10682.03008
05-07-2017,2496.332994,-5144.03938,11097.31974
06-07-2017,2512.46019,-5732.697465,10382.12922
07-07-2017,2595.856951,-5340.909932,10853.57675
08-07-2017,2681.720749,-5671.969564,11196.47042
09-07-2017,2791.234715,-5377.996411,11645.09907
10-07-2017,2946.494125,-5515.083988,10892.45115
11-07-2017,2997.268211,-5224.244631,11347.50064
12-07-2017,3207.326904,-5255.587546,11087.87832
13-07-2017,3251.173479,-4665.157424,11870.12357
14-07-2017,3352.605438,-4918.843138,11732.24227
15-07-2017,3446.948373,-5277.5464,11604.745
16-07-2017,3555.720304,-4551.043746,12204.89465
17-07-2017,3701.542953,-3880.333124,11725.63219
18-07-2017,3734.883375,-4977.499304,11300.1803
19-07-2017,3920.356197,-4643.518119,12605.80569
20-07-2017,3933.428222,-4187.341868,12009.15577
21-07-2017,3998.948588,-3918.836026,11887.63269
22-07-2017,4053.350182,-3679.679937,12236.69192
23-07-2017,4119.280795,-4262.722266,12052.74356
24-07-2017,4220.481293,-4601.712311,11965.32402
25-07-2017,4208.495568,-3717.732087,12584.16062
26-07-2017,4348.943081,-3426.154956,12812.53609
27-07-2017,4318.19677,-4263.018984,12896.50806
28-07-2017,4341.890243,-3816.984823,12717.1601
29-07-2017,4357.100588,-3755.961779,12748.34751
30-07-2017,4386.965737,-3552.304643,13503.46763
31-07-2017,4455.554207,-4175.903722,13103.4017
01-08-2017,4414.571763,-3272.111372,12727.28867
02-08-2017,4529.636239,-3353.793144,13153.21377
03-08-2017,4476.962924,-3738.840356,12266.58138
04-08-2017,4481.884211,-3531.161613,12808.19558
05-08-2017,4481.049337,-3531.126498,12491.9589
06-08-2017,4497.062605,-3285.27225,13030.96421
07-08-2017,4553.37719,-3963.130941,12402.37631
08-08-2017,4501.028281,-4046.164746,12691.39631
09-08-2017,4604.935932,-3878.265242,12904.40899
10-08-2017,4540.619128,-4020.299394,12759.36193
11-08-2017,4532.743835,-3832.902035,12638.63432
12-08-2017,4517.349955,-3249.455291,12738.23269
13-08-2017,4516.514716,-3718.968733,12646.99483
14-08-2017,4553.268792,-3016.690004,12518.67282
15-08-2017,4478.348205,-3658.845418,12382.16886
16-08-2017,4556.511768,-3319.920165,13336.68753
17-08-2017,4463.265138,-3411.314383,12643.05561
18-08-2017,4423.413883,-3774.450209,12748.34912
19-08-2017,4373.290364,-3606.483662,12263.3695
20-08-2017,4335.411904,-4428.558781,12814.12317
21-08-2017,4333.386719,-3591.157363,13096.35429
22-08-2017,4218.650946,-4010.74502,12982.19876
23-08-2017,4256.766984,-3787.067643,12141.51818
24-08-2017,4124.124772,-4481.268723,12441.7344
25-08-2017,4046.469125,-3881.460245,12216.7804
26-08-2017,3961.098684,-3830.121738,11465.4877
27-08-2017,3891.494818,-4777.223408,12128.28164
28-08-2017,3862.197837,-4093.723951,11957.11032
29-08-2017,3725.514767,-4092.796817,11439.60672
30-08-2017,3747.789787,-4649.144979,12200.14101
31-08-2017,3606.079836,-4601.865569,12248.86226
01-09-2017,3526.65928,-4937.164743,11959.23719
02-09-2017,3447.199919,-4447.748791,11221.72174
03-09-2017,3391.385272,-5173.382366,12047.78808
04-09-2017,3383.776962,-4751.400802,11940.64207
05-09-2017,3276.517784,-5158.741904,11834.81447
06-09-2017,3335.602756,-5066.853757,11648.82469
07-09-2017,3237.560641,-4541.872012,11198.74925
08-09-2017,3207.969749,-5592.610976,11150.73749
09-09-2017,3183.653971,-5006.632964,11563.17186
10-09-2017,3187.317561,-5527.538145,11046.26115
11-09-2017,3242.435929,-5299.669507,11605.73427
12-09-2017,3199.986349,-5108.984728,11854.18602
13-09-2017,3324.749074,-4114.882384,12020.81052
14-09-2017,3292.020549,-4645.599002,11243.47162
15-09-2017,3326.161571,-5016.271644,11492.37694
16-09-2017,3362.825472,-5068.294012,11553.06439
17-09-2017,3423.623902,-4566.469889,11886.76167
18-09-2017,3531.046609,-4640.11794,11786.1773
19-09-2017,3535.218253,-5056.25581,12208.70013
20-09-2017,3700.222065,-4781.093461,12371.6152
21-09-2017,3700.831327,-4209.566342,11718.10384
22-09-2017,3761.071067,-4276.097995,12045.7096
23-09-2017,3816.454611,-4843.471475,11633.80424
24-09-2017,3888.652371,-3721.180794,12690.4387
25-09-2017,4000.409143,-4040.043915,12204.28176
26-09-2017,4002.293087,-4244.78588,11774.75169
27-09-2017,4159.00635,-4873.285365,11808.70036
28-09-2017,4146.098762,-4498.887261,13002.2407
29-09-2017,4188.507448,-3801.105168,12190.81714
30-09-2017,4222.767663,-3978.206609,12096.26417
01-10-2017,4271.652952,-3876.941883,12341.2594
02-10-2017,4359.061722,-3969.009369,12356.66171
03-10-2017,4336.734256,-3828.147973,12156.7893
04-10-2017,4470.531053,-3444.747525,13042.21482
05-10-2017,4437.114804,-4056.203518,13471.60837
06-10-2017,4462.459745,-3359.445086,12201.04174
07-10-2017,4484.034526,-3751.848754,12778.05904
08-10-2017,4525.417458,-3747.549515,12710.17608
09-10-2017,4611.161909,-3720.83488,12533.42753
10-10-2017,4593.496432,-4018.587483,12955.43638
11-10-2017,4738.590945,-3516.601398,12454.78524
12-10-2017,4723.231578,-3919.851388,12874.5778
13-10-2017,4773.328061,-3387.708878,13358.38321
14-10-2017,4826.099815,-3479.348568,12672.74963
15-10-2017,4904.699449,-3314.701472,12708.77374
16-10-2017,5033.09114,-3170.840032,13659.54443
17-10-2017,5062.768067,-3221.668754,14069.10551
18-10-2017,5259.03968,-2809.000898,13197.50786
19-10-2017,5297.730757,-2530.720917,13245.72781
20-10-2017,5403.715417,-2018.608674,14130.93114
21-10-2017,5513.131455,-3104.287808,13726.03996
22-10-2017,5648.03287,-1970.780336,13519.31727
23-10-2017,5831.297243,-2218.913167,14269.55629
24-10-2017,5913.371303,-2361.327517,13941.66833
25-10-2017,6158.584673,-2280.204643,14486.70779
26-10-2017,6241.873025,-2193.103175,14565.4868
27-10-2017,6387.333175,-2024.544066,14612.53817
28-10-2017,6530.454907,-1958.014893,14712.08438
29-10-2017,6692.787001,-1437.294637,14824.21402
30-10-2017,6896.853781,-1387.189723,15017.72885
31-10-2017,6992.905363,-1687.57711,15090.01358
01-11-2017,7245.231547,-1344.865764,14983.66314
02-11-2017,7328.880689,-1358.607061,15221.14976
03-11-2017,7468.206292,-138.6817422,15898.39775
04-11-2017,7599.086489,-140.3079447,15563.48863
05-11-2017,7743.574315,-451.3853742,15979.93137
06-11-2017,7924.795676,-508.312877,15968.92551
07-11-2017,7993.678801,-281.1371515,16055.29163
08-11-2017,8215.245834,199.3040236,16014.35528
09-11-2017,8265.308594,-146.1155883,17243.58069
10-11-2017,8368.992018,337.4838403,16773.09961
11-11-2017,8462.931133,733.0672119,16620.03595
12-11-2017,8569.900193,481.6104492,16660.09537
13-11-2017,8713.691478,-292.1830071,16912.11198
14-11-2017,8745.82813,772.9071519,17225.84816
15-11-2017,8931.842126,464.9778303,17102.63628
16-11-2017,8947.959803,686.379646,16843.86579
17-11-2017,9019.61867,511.8769696,17501.06945
18-11-2017,9083.661496,722.756159,16730.62004
19-11-2017,9162.966303,1290.992108,17694.49578
20-11-2017,9281.329634,1178.829624,17354.03489
21-11-2017,9290.187232,842.7269424,17195.43144
22-11-2017,9454.902885,1420.498591,17589.77321
23-11-2017,9451.467394,1097.756657,17329.18189
24-11-2017,9505.030872,937.2415642,17674.85445
25-11-2017,9552.113783,1632.891427,17672.40514
26-11-2017,9615.254691,1670.458052,18339.04308
27-11-2017,9717.911455,1880.434556,18219.60633
28-11-2017,9711.199341,1227.372609,17953.50056
29-11-2017,9860.196157,1533.640589,17592.748
30-11-2017,9800.493701,1766.989038,17338.47885
01-12-2017,9797.228652,1608.278934,17766.55432
02-12-2017,9786.816945,1539.052452,17437.84396
03-12-2017,9791.770159,1893.664598,18104.91427
04-12-2017,9835.599961,1654.149831,17934.89044
05-12-2017,9769.55602,1560.970358,17974.60667
06-12-2017,9858.927504,1314.535705,17688.72647
07-12-2017,9779.749644,868.9933043,18646.9956
08-12-2017,9757.338253,1515.529499,18400.31095
09-12-2017,9728.497533,1043.921684,18123.85626
10-12-2017,9716.159182,1365.974701,17939.89041
11-12-2017,9744.269858,1842.816662,18352.265
12-12-2017,9664.51091,1310.794036,17868.9718
13-12-2017,9742.581129,1023.285084,18366.62276
14-12-2017,9654.884686,1214.294761,18235.32075
15-12-2017,9627.04784,1504.276311,18077.23529
16-12-2017,9596.110377,1681.829528,18044.44724
17-12-2017,9585.15047,878.2487704,16982.73164
18-12-2017,9618.160547,1677.933523,18238.90106
19-12-2017,9546.758581,1314.710806,17767.25814
20-12-2017,9636.465957,1455.668457,18306.281
21-12-2017,9563.394346,1261.984324,18159.47013
22-12-2017,9552.765341,1203.041096,17391.51458
23-12-2017,9541.108848,1344.145619,17219.60737
24-12-2017,9550.898807,1288.428818,17776.33461
25-12-2017,9605.443619,1572.528326,18061.21722
26-12-2017,9555.615305,1482.215915,17742.79041
27-12-2017,9666.1481,1618.495969,18208.81661
28-12-2017,9612.348311,2285.351487,18195.87965
29-12-2017,9618.638541,958.8590074,17927.73786
30-12-2017,9620.781522,1854.5018,17801.33575
31-12-2017,9640.54136,1825.520105,17548.33984
01-01-2018,9700.59874,1551.235667,17906.64547
02-01-2018,9651.303351,1176.930172,17646.75071
03-01-2018,9756.993411,1932.809247,18217.56075
04-01-2018,9692.723445,1702.273896,18152.15399
05-01-2018,9682.822725,1348.240938,17298.55516
06-01-2018,9663.129092,1377.390189,17757.88279
07-01-2018,9655.655518,954.4606677,17982.2549
08-01-2018,9683.505655,711.5712173,17747.42907
09-01-2018,9597.621455,763.6508199,17512.37539
10-01-2018,9663.092762,1051.090344,17695.18425
11-01-2018,9555.870133,1336.299329,18110.74822
12-01-2018,9501.303637,824.607533,17690.63799
13-01-2018,9436.352762,1168.307587,17839.2505
14-01-2018,9384.22539,1553.863306,17591.91317
15-01-2018,9369.262779,1520.592401,18100.54942
16-01-2018,9243.654452,1257.331521,17784.21789
17-01-2018,9273.713772,909.8420089,16984.87851
18-01-2018,9136.556416,1084.491727,17089.50503
19-01-2018,9058.60545,1032.879944,17945.11414
20-01-2018,8977.769141,573.7293231,17098.18556
21-01-2018,8918.050388,248.3354537,17280.19369
22-01-2018,8904.405623,585.1323493,17430.80241
23-01-2018,8789.437886,123.5459383,16499.22018
24-01-2018,8839.655557,393.0958793,16922.97023
25-01-2018,8732.139544,844.3999687,16651.91574
26-01-2018,8693.043059,212.8191876,17427.49256
27-01-2018,8659.770364,750.3172155,17234.60879
28-01-2018,8655.593499,320.4598512,16547.55137
29-01-2018,8704.524731,1036.229324,17232.4735
30-01-2018,8658.029178,497.5601831,16994.46648
31-01-2018,8781.308668,703.1634424,17009.99065
01-02-2018,8749.999017,902.0510131,16709.83166
02-02-2018,8788.704128,63.77277847,16877.48355
03-02-2018,8833.212414,-286.8626508,16959.70559
04-02-2018,8905.153577,562.0801396,16475.25994
05-02-2018,9026.912428,323.4594866,17623.07153
06-02-2018,9048.383089,763.6180872,17223.76782
07-02-2018,9233.293507,937.2836301,17176.06093
08-02-2018,9255.941351,1643.300942,17587.68021
09-02-2018,9339.763611,870.2032811,17095.13512
10-02-2018,9419.584421,1398.544124,17321.89614
11-02-2018,9516.298215,706.6407264,17419.95997
12-02-2018,9651.804153,1720.183559,18034.13024
13-02-2018,9675.774534,1749.030398,18515.68383
14-02-2018,9851.98668,1770.252129,17861.6551
15-02-2018,9855.059098,1342.291047,17836.99682
16-02-2018,9909.014181,1944.389988,18314.89961
17-02-2018,9949.512086,1276.979361,18777.286
18-02-2018,9998.513229,1583.168697,17697.96814
19-02-2018,10079.18585,1993.517239,18154.44508
20-02-2018,10042.64201,1702.606964,18090.18112
21-02-2018,10154.23246,1842.811036,18366.03962
22-02-2018,10090.24198,1219.702201,18326.33136
23-02-2018,10076.4087,1942.829824,18233.32624
24-02-2018,10050.11316,1907.333707,18145.03583
25-02-2018,10034.99568,1331.583034,18173.56126
26-02-2018,10055.81978,2394.063227,17961.51321
27-02-2018,9965.166298,1877.506463,18393.95786
28-02-2018,10029.68955,1961.778308,18432.48726
01-03-2018,9926.778459,1523.266729,18171.42161
02-03-2018,9883.046974,1485.252711,18022.26107
03-03-2018,9836.500264,2068.720287,17881.7551
04-03-2018,9811.13609,1589.34975,18511.1134
05-03-2018,9831.799402,1818.249783,17632.37624
06-03-2018,9750.875038,988.4949847,18109.75315
07-03-2018,9834.550046,1942.427394,17378.50813
08-03-2018,9759.488313,1930.689694,17283.24017
09-03-2018,9751.341419,1643.959348,17837.89472
10-03-2018,9746.94177,2114.505101,18222.85991
11-03-2018,9768.936556,1683.247442,17803.31194
12-03-2018,9840.67976,1410.313752,18408.96689
13-03-2018,9812.966039,1719.843532,17324.08633
14-03-2018,9950.336885,2436.229203,18035.72136
15-03-2018,9927.800521,2255.648224,18010.59912
16-03-2018,9969.388226,1431.268969,17834.92638
17-03-2018,10010.39188,1638.859128,18534.43523
18-03-2018,10072.04006,1836.393123,18369.14907
19-03-2018,10176.42873,1484.214861,18651.92511
20-03-2018,10173.28931,1681.006187,17984.00611
21-03-2018,10326.32361,1930.756055,18293.63655
22-03-2018,10309.94623,2554.558112,18583.04093
23-03-2018,10347.85658,2237.325791,18653.07096
24-03-2018,10375.28484,2322.108772,18561.88089
25-03-2018,10413.66902,2077.889807,18598.99377
26-03-2018,10485.5791,1942.539287,18660.93533
27-03-2018,10441.47128,2334.516203,18898.82256
28-03-2018,10546.00216,2261.793582,18670.36755
29-03-2018,10474.74417,2067.95876,19034.01877
30-03-2018,10452.72502,2324.231375,18610.19301
31-03-2018,10416.63653,2163.389256,18726.42336
01-04-2018,10389.47096,2599.404443,18935.85571
02-04-2018,10395.40202,2291.363991,18675.3971
03-04-2018,10286.49485,2759.561852,18496.31093
04-04-2018,10328.97585,1728.894318,18931.19439
05-04-2018,10199.90508,2123.413187,17606.42758
06-04-2018,10125.6752,2127.457144,18290.75998
07-04-2018,10044.18331,1736.635175,18506.98082
08-04-2018,9979.434891,2040.44027,18315.41754
09-04-2018,9956.39802,2499.894023,18288.75472
10-04-2018,9827.692652,1872.423657,18163.41859
11-04-2018,9859.846619,1810.906874,18496.18891
12-04-2018,9729.961298,1069.048482,18397.85001
13-04-2018,9664.21108,1768.752244,18514.1494
14-04-2018,9600.023016,1691.043513,17720.99866
15-04-2018,9560.695568,1476.657247,17488.42497
16-04-2018,9570.274084,1275.803451,17455.08401
17-04-2018,9480.267278,1354.484429,17802.0121
18-04-2018,9555.935557,1257.92565,17078.35469
19-04-2018,9472.993129,2156.941048,17715.98319
20-04-2018,9456.147031,1286.892085,17016.4729
21-04-2018,9441.3183,968.5402667,17391.98081
22-04-2018,9450.30302,1523.527314,17364.05909
23-04-2018,9505.689678,1148.14228,17997.67973
24-04-2018,9457.615913,1500.130514,17414.77517
25-04-2018,9570.094351,833.6776425,18294.60621
26-04-2018,9517.748442,1689.916042,18077.8736
27-04-2018,9524.380469,724.8716992,17382.49077
28-04-2018,9525.216172,1292.127727,18468.92771
29-04-2018,9541.583085,1670.418012,18181.3288
30-04-2018,9595.838554,1784.706211,17848.06584
01-05-2018,9538.130269,1447.948606,17619.39428
02-05-2018,9632.718938,1167.912361,17769.33618
03-05-2018,9554.70414,901.0423006,17635.65846
04-05-2018,9528.575892,1761.695142,17744.28543
05-05-2018,9490.436854,735.9216084,17044.1068
06-05-2018,9462.652982,1144.676647,17474.49671
07-05-2018,9468.749433,1487.17932,18125.66364
08-05-2018,9360.135487,1169.754108,17480.58302
09-05-2018,9402.389216,1056.273271,16658.22898
10-05-2018,9271.944022,1391.207826,17791.41871
11-05-2018,9194.600741,1060.246992,17491.60465
12-05-2018,9107.711414,1292.959314,16250.48596
13-05-2018,9034.793622,933.6449327,16591.50543
14-05-2018,9000.393249,794.2458696,17124.84207
15-05-2018,8856.780426,322.0801316,16986.65395
16-05-2018,8870.210159,181.873661,16919.23006
17-05-2018,8717.590502,663.0834173,16474.04531
18-05-2018,8624.982453,703.1901111,16665.63853
19-05-2018,8529.778014,840.1055898,16282.08519
20-05-2018,8455.315467,-44.63614707,17214.63808
21-05-2018,8425.749669,50.13157871,16796.2363
22-05-2018,8292.761863,-67.79825119,16115.47448
23-05-2018,8321.840105,-463.1119224,16502.41826
24-05-2018,8188.972544,-53.19274715,16312.83406
25-05-2018,8119.17698,-226.1239325,16234.20229
26-05-2018,8048.712276,-413.3559114,16374.29495
27-05-2018,7999.729646,-218.5587624,16373.42111
28-05-2018,7995.180589,-55.68610012,16602.58932
29-05-2018,7885.564827,-97.82503127,16392.84112
30-05-2018,7935.248238,-481.8322291,16381.37489
31-05-2018,7819.191895,-643.9285599,16739.08738
01-06-2018,7761.514607,-1079.665182,15817.45771
02-06-2018,7697.733536,-460.2564095,16518.75785
03-06-2018,7649.440077,-11.46172421,15903.75595
04-06-2018,7639.227032,19.57485781,16144.90492
05-06-2018,7517.449875,189.9204635,15783.79739
06-06-2018,7548.551682,-1481.193787,16072.90403
07-06-2018,7407.792663,-987.825532,15485.81331
08-06-2018,7319.806622,-824.9505498,15920.13533
09-06-2018,7220.829123,-1256.527135,15894.7644
10-06-2018,7133.354878,-806.5528209,15221.45247
11-06-2018,7081.040922,-1153.825642,14994.28258
12-06-2018,6915.439052,-993.8927271,15014.48388
13-06-2018,6902.287931,-1265.768135,15287.50167
14-06-2018,6718.206718,-1556.174373,14904.79011
15-06-2018,6589.21359,-560.8283526,14899.95034
16-06-2018,6452.915009,-2083.327003,14500.74906
17-06-2018,6333.124346,-1736.016332,13885.49513
18-06-2018,6254.727548,-2265.714641,14250.41673
19-06-2018,6070.380377,-1986.468837,14001.24208
20-06-2018,6046.768616,-2579.435078,14788.53922
21-06-2018,5861.274019,-2124.165328,13783.02326
22-06-2018,5740.470132,-2938.856399,14352.20093
23-06-2018,5622.294472,-2621.247475,13917.04378
24-06-2018,5530.656175,-2215.694717,13759.72139
25-06-2018,5490.297061,-2795.267047,13291.8553
26-06-2018,5353.490777,-2667.432333,13008.84643
27-06-2018,5386.311363,-3211.770563,14052.90928
28-06-2018,5265.313728,-2894.870162,13543.46529
29-06-2018,5216.049764,-2791.534963,13461.75164
30-06-2018,5175.265994,-2524.947646,13002.3058
01-07-2018,5165.541129,-3304.223257,13588.04134
02-07-2018,5210.180624,-3077.970729,12814.08251
03-07-2018,5159.951964,-3528.680689,13017.77988
04-07-2018,5279.390984,-2588.148401,13128.03522
05-07-2018,5243.520657,-3558.184656,14174.1142
06-07-2018,5276.405033,-3149.073436,13826.84321
07-07-2018,5313.383139,-3196.71542,14184.19943
08-07-2018,5375.740257,-2364.079331,13659.59701
09-07-2018,5485.632744,-2752.413181,13851.53276
10-07-2018,5492.849317,-2561.855768,13898.73563
11-07-2018,5661.138419,-2466.211225,14032.10814
12-07-2018,5664.9426,-2522.195522,14628.61281
13-07-2018,5727.96218,-2315.537602,14004.24187
14-07-2018,5785.392853,-1802.298499,14220.96651
15-07-2018,5858.594585,-2538.76139,13859.6257
16-07-2018,5970.008149,-2066.307807,14168.97591
17-07-2018,5969.902527,-2182.15938,14571.64276
18-07-2018,6122.683283,-2041.573895,14612.97398
19-07-2018,6103.603448,-2883.820453,14596.40474
20-07-2018,6137.299954,-2296.120658,14584.96934
21-07-2018,6160.001094,-2247.360828,13695.71567
22-07-2018,6194.163317,-2570.221641,14202.18466
23-07-2018,6263.354637,-2182.74499,14889.54288
24-07-2018,6218.968897,-1964.636755,13680.86767
25-07-2018,6326.501966,-2049.713729,14309.01739
26-07-2018,6262.232343,-2296.367306,13796.62372
27-07-2018,6251.730079,-2330.58237,14568.37162
28-07-2018,6232.040278,-2241.252804,14031.39509
29-07-2018,6226.300142,-1728.726951,14683.82037
30-07-2018,6258.607381,-2033.972624,14964.82891
31-07-2018,6180.724601,-1605.928274,14348.39452
01-08-2018,6258.350979,-1356.546435,14860.94271
02-08-2018,6167.803759,-2083.980062,14955.33354
03-08-2018,6134.53337,-2108.416716,14440.3193
04-08-2018,6095.318171,-1716.614875,14063.48417
05-08-2018,6072.89736,-1680.060716,14553.72478
06-08-2018,6090.859317,-1905.80001,14641.98231
07-08-2018,6000.369332,-2267.148234,13803.24879
08-08-2018,6066.467232,-1987.127065,13757.11943
09-08-2018,5964.776604,-2504.251683,14221.08692
10-08-2018,5920.048514,-2568.528786,14236.50701
11-08-2018,5868.384813,-2467.070689,14344.97281
12-08-2018,5831.898634,-2135.413368,13695.28608
13-08-2018,5833.628504,-2819.245025,13605.40922
14-08-2018,5724.289159,-2068.237497,14096.90699
15-08-2018,5768.588884,-2388.422234,13848.54893
16-08-2018,5641.954423,-2619.833327,13801.16637
17-08-2018,5569.085846,-2635.201783,13980.74266
18-08-2018,5486.1862,-2436.608744,13884.69849
19-08-2018,5415.623153,-2600.535141,13299.1801
20-08-2018,5380.839182,-3570.012796,13625.4905
21-08-2018,5233.093422,-3439.207911,13325.82431
22-08-2018,5237.765266,-3179.478946,13050.99914
23-08-2018,5071.061176,-3160.690341,13264.06574
24-08-2018,4958.54766,-2891.54417,12799.16972
25-08-2018,4837.355799,-3760.175052,13135.80411
26-08-2018,4730.815488,-3976.997425,13306.37387
27-08-2018,4663.336593,-4213.673773,12632.83995
28-08-2018,4487.121108,-4111.980925,12478.64523
29-08-2018,4468.437299,-3291.116263,12577.08673
30-08-2018,4284.298193,-4184.53811,12550.72783
31-08-2018,4160.968249,-3508.557423,12449.74888
01-09-2018,4036.144393,-4182.674738,12383.11364
02-09-2018,3933.570328,-4641.443664,11943.18186
03-09-2018,3877.901935,-5161.413766,11657.68164
04-09-2018,3721.408376,-4345.563895,12380.05802
05-09-2018,3730.240224,-4389.727138,11794.06896
06-09-2018,3581.107229,-4566.92565,11575.79796
07-09-2018,3499.789585,-4486.033964,11717.93099
08-09-2018,3423.328814,-4380.145455,11115.45161
09-09-2018,3374.656917,-4871.64446,12150.77599
10-09-2018,3377.481201,-4805.050667,10809.98202
11-09-2018,3283.008878,-5138.552729,11167.77347
12-09-2018,3356.242086,-4173.80977,11451.01234
13-09-2018,3272.685201,-5104.463732,11437.13633
14-09-2018,3256.887463,-4915.93921,11700.89988
15-09-2018,3244.666141,-5200.166032,12177.45968
16-09-2018,3257.767971,-5083.345049,11483.98772
17-09-2018,3318.785361,-5302.991731,10888.82499
18-09-2018,3277.910546,-4919.644827,11669.01961
19-09-2018,3399.257529,-4628.059347,11424.14354
20-09-2018,3357.592871,-4786.95973,11687.22987
21-09-2018,3376.897727,-5185.641904,11473.65599
22-09-2018,3392.605756,-5308.285578,10756.98489
23-09-2018,3426.274254,-4827.968399,11953.36548
24-09-2018,3500.504714,-4342.587129,11374.72528
25-09-2018,3465.695881,-4849.463156,11365.04979
26-09-2018,3586.359164,-4776.717677,11550.23663
27-09-2018,3537.83768,-4781.529151,11563.36056
28-09-2018,3544.851633,-4243.507698,11140.28893
29-09-2018,3543.715173,-4930.585496,12258.53882
30-09-2018,3556.982651,-4318.789529,12808.54762
01-10-2018,3608.341208,-4896.019456,12070.68331
02-10-2018,3549.33354,-4669.429009,11816.07459
03-10-2018,3645.641582,-4274.807192,12325.64227
04-10-2018,3573.773257,-4690.812712,12189.75674
05-10-2018,3559.575912,-5145.3505,11490.35081
06-10-2018,3540.422469,-4790.166157,11464.20079
07-10-2018,3539.829071,-4510.669034,11989.18717
08-10-2018,3582.321923,-5105.352926,11787.08419
09-10-2018,3520.137894,-4465.136231,11750.98394
10-10-2018,3619.490193,-4585.954339,12447.89898
11-10-2018,3557.241742,-4653.527819,12033.71
12-10-2018,3559.410208,-4773.706932,11458.11084
13-10-2018,3563.350894,-4846.554204,11470.7643
14-10-2018,3592.376315,-4969.994725,11666.97272
15-10-2018,3670.630052,-4693.267282,11633.00594
16-10-2018,3649.799193,-4313.741295,12097.72841
17-10-2018,3795.396279,-4538.814758,12236.25815
18-10-2018,3783.452879,-4730.146335,11981.22242
19-10-2018,3839.048113,-4569.061014,11151.07076
20-10-2018,3898.517642,-4722.806798,11626.92093
21-10-2018,3984.10115,-3491.231918,12162.96742
22-10-2018,4118.845122,-4110.322599,11900.17406
23-10-2018,4153.34436,-4789.416636,11888.08832
24-10-2018,4352.05236,-3972.277481,12582.28248
25-10-2018,4390.001843,-3405.818095,12332.27081
26-10-2018,4491.358041,-3965.05363,12493.18951
27-10-2018,4591.64957,-3656.333526,12741.45568
28-10-2018,4712.434354,-3747.884545,12696.34553
29-10-2018,4876.216928,-2972.505054,12934.04837
30-10-2018,4933.20023,-3055.059824,12712.88436
31-10-2018,5147.601791,-3432.268735,13157.12922
01-11-2018,5194.375545,-3256.120828,13042.69682
02-11-2018,5297.761917,-2877.614588,13560.6627
03-11-2018,5393.511224,-2649.569375,14036.26244
04-11-2018,5503.538176,-2963.374565,13908.3776
05-11-2018,5650.824227,-2743.204289,13609.06824
06-11-2018,5686.151441,-2460.299674,13876.37216
07-11-2018,5874.398375,-2326.494296,14382.33594
08-11-2018,5891.239895,-2640.301847,13720.84717
09-11-2018,5961.67429,-2387.943441,13320.45774
10-11-2018,6022.223466,-1995.138042,13868.04857
11-11-2018,6095.564709,-2488.111683,14580.90848
12-11-2018,6205.411495,-2082.603561,14148.92514
13-11-2018,6203.22764,-1767.634555,13853.53755
14-11-2018,6354.505877,-1732.332881,14307.06688
15-11-2018,6335.453275,-1292.345727,14955.99427
16-11-2018,6371.507234,-1346.390366,14009.60801
17-11-2018,6399.528137,-1802.841779,14871.32282
18-11-2018,6442.427283,-2099.353447,14476.79334
19-11-2018,6524.04763,-2299.365077,14168.41364
20-11-2018,6495.881523,-1731.498425,15335.64343
21-11-2018,6623.356305,-1472.360698,14926.99499
22-11-2018,6582.529883,-1586.473224,14747.0267
23-11-2018,6598.619579,-1637.952852,14737.58946
24-11-2018,6608.209801,-1882.602947,14624.65686
25-11-2018,6633.896625,-1292.036482,14771.39296
26-11-2018,6699.186154,-1207.621213,14706.27168
27-11-2018,6655.230192,-1403.877303,14978.68476
